,Burst_Name,Burst_PNG,Simple,Extended,Other,Too_Noisy,Count,Simple_Proportion,Extended_Proportion,Other_Proportion,Too_Noisy_Proportion,Follow,95%_Verify,99%_Verify,Prop_Verify
184,GRB061210,GRB061210_243690.png,21,19,0,5,45,0.467,0.422,0.0,0.111,"[30, 3, 9, 0, 2, 7]",Extended,None,Simple/Extended
185,GRB061217,GRB061217_251634.png,23,2,14,12,51,0.451,0.039,0.275,0.235,"[19, 1, 5, 0, 10, 27]",None,None,None
186,GRB061222A,GRB061222A_252588.png,4,2,18,1,25,0.16,0.08,0.72,0.04,"[14, 5, 15, 0, 2, 3]",Other,Other,Other
187,GRB061222B,GRB061222B_252593.png,13,8,13,6,40,0.325,0.2,0.325,0.15,"[12, 3, 19, 0, 1, 7]",None,None,None
188,GRB070103,GRB070103_254532.png,1,2,11,1,15,0.067,0.133,0.733,0.067,"[9, 3, 8, 0, 0, 1]",Other,Other,Other
189,GRB070107,GRB070107_255029.png,12,24,7,4,47,0.255,0.511,0.149,0.085,"[8, 28, 9, 0, 2, 7]",Extended,Extended,None
190,GRB070110,GRB070110_255445.png,4,25,8,6,43,0.093,0.581,0.186,0.14,"[2, 29, 22, 0, 1, 8]",Extended,Extended,None
191,GRB070129,GRB070129_258408.png,3,2,15,19,39,0.077,0.051,0.385,0.487,"[8, 3, 8, 0, 3, 24]",Too_Noisy,Too_Noisy,None
192,GRB070208,GRB070208_259714.png,4,10,28,6,48,0.083,0.208,0.583,0.125,"[25, 7, 16, 0, 3, 11]",Other,None,None
193,GRB070209,GRB070209_259803.png,2,2,16,22,42,0.048,0.048,0.381,0.524,"[7, 1, 6, 0, 6, 29]",Too_Noisy,Too_Noisy,None
194,GRB070219,GRB070219_261132.png,17,20,5,3,45,0.378,0.444,0.111,0.067,"[6, 25, 15, 0, 1, 6]",Extended,Extended,None
195,GRB070220,GRB070220_261299.png,20,25,3,4,52,0.385,0.481,0.058,0.077,"[9, 32, 12, 0, 0, 4]",Extended,Extended,None
196,GRB070223,GRB070223_261664.png,2,23,18,11,54,0.037,0.426,0.333,0.204,"[6, 25, 27, 0, 4, 16]",Extended,None,None
197,GRB070224,GRB070224_261880.png,9,16,9,16,50,0.18,0.32,0.18,0.32,"[6, 19, 11, 0, 2, 18]",None,None,None
198,GRB070227,,31,3,10,4,48,0.646,0.062,0.208,0.083,"[23, 6, 5, 0, 13, 17]",Simple,None,None
199,GRB070306,GRB070306_263361.png,14,10,20,5,49,0.286,0.204,0.408,0.102,"[21, 13, 19, 0, 1, 8]",None,None,None
200,GRB070318,GRB070318_271019.png,21,29,1,3,54,0.389,0.537,0.019,0.056,"[2, 46, 8, 0, 2, 5]",Extended,Extended,None
201,GRB070328,GRB070328_272773.png,16,20,8,2,46,0.348,0.435,0.174,0.043,"[14, 26, 11, 0, 1, 3]",Extended,None,None
202,GRB070330,GRB070330_273180.png,26,5,13,2,46,0.565,0.109,0.283,0.043,"[24, 8, 12, 0, 3, 5]",None,None,None
203,GRB070411,GRB070411_275087.png,0,1,10,3,14,0.0,0.071,0.714,0.214,"[7, 5, 7, 0, 1, 4]",Other,Other,Other
204,GRB070412,GRB070412_275119.png,5,5,15,3,28,0.179,0.179,0.536,0.107,"[7, 10, 12, 0, 0, 3]",Other,None,None
205,GRB070419A,GRB070419A_276205.png,4,1,4,13,22,0.182,0.045,0.182,0.591,"[3, 3, 2, 0, 3, 17]",Too_Noisy,Too_Noisy,None
206,GRB070419B,GRB070419B_276212.png,1,15,5,1,22,0.045,0.682,0.227,0.045,"[0, 13, 11, 0, 0, 1]",Extended,Extended,None
207,GRB070420,GRB070420_276321.png,25,15,5,5,50,0.5,0.3,0.1,0.1,"[26, 10, 17, 0, 2, 7]",None,None,None
208,GRB070427,GRB070427_277356.png,24,4,13,2,43,0.558,0.093,0.302,0.047,"[27, 3, 11, 0, 3, 5]",None,None,None
209,GRB070429A,GRB070429A_277571.png,5,18,3,19,45,0.111,0.4,0.067,0.422,"[2, 19, 4, 0, 1, 21]",Extended/Too_Noisy,None,None
210,GRB070429B,GRB070429B_277582.png,11,0,0,0,11,1.0,0.0,0.0,0.0,"[11, 1, 0, 0, 0, 0]",Simple,Simple,Simple
211,GRB070506,GRB070506_278693.png,12,1,0,0,13,0.923,0.077,0.0,0.0,"[11, 2, 0, 0, 0, 0]",Simple,Simple,Simple
212,GRB070508,GRB070508_278854.png,21,4,26,2,53,0.396,0.075,0.491,0.038,"[32, 6, 21, 0, 4, 6]",Other,None,None
213,GRB070509,GRB070509_278903.png,11,1,0,0,12,0.917,0.083,0.0,0.0,"[2, 7, 2, 0, 1, 1]",Simple,Simple,Simple
214,GRB070517,GRB070517_279494.png,21,15,10,3,49,0.429,0.306,0.204,0.061,"[18, 20, 13, 0, 2, 5]",None,None,None
215,GRB070518,GRB070518_279592.png,11,2,1,2,16,0.688,0.125,0.062,0.125,"[7, 7, 1, 0, 1, 3]",Simple,None,None
216,GRB070520A,GRB070520A_279817.png,6,5,12,22,45,0.133,0.111,0.267,0.489,"[10, 3, 11, 0, 6, 29]",Too_Noisy,Too_Noisy,None
217,GRB070520B,GRB070520B_279898.png,10,18,13,13,54,0.185,0.333,0.241,0.241,"[4, 23, 16, 0, 5, 22]",None,None,None
218,GRB070521,GRB070521_279935.png,0,1,11,0,12,0.0,0.083,0.917,0.0,"[4, 2, 9, 0, 1, 1]",Other,Other,Other
219,GRB070529,GRB070529_280706.png,2,18,11,12,43,0.047,0.419,0.256,0.279,"[5, 11, 17, 0, 3, 17]",Extended,None,None
220,GRB070531,GRB070531_280958.png,9,22,8,2,41,0.22,0.537,0.195,0.049,"[1, 32, 13, 0, 1, 3]",Extended,Extended,None
221,GRB070611,GRB070611_282003.png,21,5,13,5,44,0.477,0.114,0.295,0.114,"[15, 5, 8, 0, 10, 15]",None,None,None
222,GRB070612A,GRB070612A_282066.png,2,13,15,10,40,0.05,0.325,0.375,0.25,"[5, 20, 15, 0, 2, 15]",None,None,None
223,GRB070612B,GRB070612B_282073.png,16,1,5,2,24,0.667,0.042,0.208,0.083,"[13, 1, 9, 0, 0, 2]",Simple,None,None
224,GRB070616,GRB070616_282445.png,6,17,17,10,50,0.12,0.34,0.34,0.2,"[11, 13, 24, 0, 0, 11]",Extended,None,None
225,GRB070621,GRB070621_282808.png,4,2,14,1,21,0.19,0.095,0.667,0.048,"[4, 5, 15, 0, 0, 1]",Other,Other,None
226,GRB070628,GRB070628_283320.png,18,4,18,1,41,0.439,0.098,0.439,0.024,"[19, 12, 15, 0, 3, 4]",None,None,Simple/Other
227,GRB070704,GRB070704_283791.png,5,18,12,6,41,0.122,0.439,0.293,0.146,"[10, 27, 14, 0, 1, 7]",Extended,None,None
228,GRB070714A,GRB070714A_284850.png,12,0,0,0,12,1.0,0.0,0.0,0.0,"[11, 1, 0, 0, 0, 0]",Simple,Simple,Simple
229,GRB070714B,GRB070714B_284856.png,19,25,1,1,46,0.413,0.543,0.022,0.022,"[26, 8, 10, 0, 4, 5]",Extended,Extended,Simple/Extended
230,GRB070721A,GRB070721A_285653.png,11,1,0,0,12,0.917,0.083,0.0,0.0,"[8, 4, 0, 0, 0, 0]",Simple,Simple,Simple
231,GRB070721B,GRB070721B_285654.png,4,18,22,5,49,0.082,0.367,0.449,0.102,"[23, 23, 19, 0, 2, 7]",Extended,None,None
232,GRB070724A,GRB070724A_285948.png,13,0,1,0,14,0.929,0.0,0.071,0.0,"[13, 1, 0, 0, 1, 1]",Simple,Simple,Simple
233,GRB070729,GRB070729_286373.png,12,0,0,0,12,1.0,0.0,0.0,0.0,"[11, 0, 0, 0, 2, 2]",Simple,Simple,Simple
234,GRB070731,GRB070731_286574.png,17,0,0,0,17,1.0,0.0,0.0,0.0,"[12, 1, 2, 0, 3, 3]",Simple,Simple,Simple
235,GRB070802,GRB070802_286809.png,9,17,11,10,47,0.191,0.362,0.234,0.213,"[10, 11, 14, 0, 3, 15]",Extended,None,None
236,GRB070805,GRB070805_287088.png,6,20,18,8,52,0.115,0.385,0.346,0.154,"[11, 14, 24, 0, 6, 14]",Extended,None,None
237,GRB070808,GRB070808_287260.png,19,25,0,4,48,0.396,0.521,0.0,0.083,"[4, 34, 9, 0, 0, 4]",Extended,Extended,None
238,GRB070809,GRB070809_287344.png,19,0,0,0,19,1.0,0.0,0.0,0.0,"[17, 1, 2, 0, 1, 1]",Simple,Simple,Simple
239,GRB070810A,GRB070810A_287364.png,19,4,2,0,25,0.76,0.16,0.08,0.0,"[8, 13, 1, 0, 3, 4]",Simple,None,Simple
240,GRB070810B,GRB070810B_287409.png,17,1,13,13,44,0.386,0.023,0.295,0.295,"[11, 2, 2, 0, 15, 28]",None,None,None
241,GRB070911,GRB070911_290624.png,6,10,26,4,46,0.13,0.217,0.565,0.087,"[16, 7, 29, 0, 1, 5]",Other,None,None
242,GRB070913,GRB070913_290843.png,11,0,0,0,11,1.0,0.0,0.0,0.0,"[10, 0, 0, 0, 1, 1]",Simple,Simple,Simple
243,GRB070917,GRB070917_291292.png,21,15,4,0,40,0.525,0.375,0.1,0.0,"[5, 30, 2, 0, 1, 2]",Extended,None,None
244,GRB070920A,GRB070920A_291614.png,5,4,18,23,50,0.1,0.08,0.36,0.46,"[8, 4, 16, 0, 2, 27]",Too_Noisy,None,None
245,GRB070920B,GRB070920B_291728.png,13,0,2,0,15,0.867,0.0,0.133,0.0,"[13, 0, 2, 0, 1, 1]",Simple,Simple,Simple
246,GRB070923,GRB070923_292004.png,21,1,10,9,41,0.512,0.024,0.244,0.22,"[22, 0, 1, 0, 8, 17]",None,None,None
247,GRB071001,GRB071001_292826.png,0,4,16,1,21,0.0,0.19,0.762,0.048,"[6, 11, 7, 0, 1, 3]",Other,Other,Other
248,GRB071003,GRB071003_292934.png,15,19,13,3,50,0.3,0.38,0.26,0.06,"[13, 26, 20, 0, 3, 6]",Extended,None,None
249,GRB071006,,4,2,12,2,20,0.2,0.1,0.6,0.1,"[7, 1, 2, 0, 8, 10]",Other,None,None
250,GRB071008,GRB071008_293587.png,26,11,8,1,46,0.565,0.239,0.174,0.022,"[29, 5, 11, 0, 1, 2]",None,None,None
251,GRB071010A,GRB071010A_293707.png,11,3,3,1,18,0.611,0.167,0.167,0.056,"[10, 4, 3, 0, 2, 3]",Simple,None,None
252,GRB071010B,GRB071010B_293795.png,19,4,18,2,43,0.442,0.093,0.419,0.047,"[16, 20, 15, 0, 1, 3]",None,None,Simple/Other
253,GRB071010C,,5,1,15,3,24,0.208,0.042,0.625,0.125,"[7, 2, 9, 0, 4, 7]",Other,None,None
254,GRB071011,GRB071011_293924.png,1,3,12,1,17,0.059,0.176,0.706,0.059,"[3, 9, 7, 0, 0, 1]",Other,Other,Other
255,GRB071013,GRB071013_294120.png,4,10,5,20,39,0.103,0.256,0.128,0.513,"[3, 10, 7, 0, 2, 23]",Too_Noisy,Too_Noisy,None
256,GRB071018,GRB071018_294645.png,0,0,0,13,13,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 0, 13]",Too_Noisy,Too_Noisy,Too_Noisy
257,GRB071020,GRB071020_294835.png,27,7,9,2,45,0.6,0.156,0.2,0.044,"[19, 18, 9, 0, 5, 7]",Simple,None,None
258,GRB071021,GRB071021_294974.png,21,8,7,7,43,0.488,0.186,0.163,0.163,"[24, 3, 8, 0, 4, 14]",None,None,None
259,GRB071025,GRB071025_295301.png,10,19,8,5,42,0.238,0.452,0.19,0.119,"[15, 15, 10, 0, 0, 6]",Extended,Extended,None
260,GRB071028A,GRB071028A_295527.png,4,3,12,27,46,0.087,0.065,0.261,0.587,"[4, 1, 11, 0, 5, 33]",Too_Noisy,Too_Noisy,None
261,GRB071028B,,1,3,14,2,20,0.05,0.15,0.7,0.1,"[5, 2, 6, 0, 5, 8]",Other,Other,Other
262,GRB071031,GRB071031_295670.png,6,14,11,16,47,0.128,0.298,0.234,0.34,"[13, 13, 15, 0, 3, 21]",None,None,None
263,GRB071101,GRB071101_295779.png,12,0,0,0,12,1.0,0.0,0.0,0.0,"[8, 3, 1, 0, 1, 1]",Simple,Simple,Simple
264,GRB071112B,GRB071112B_296503.png,18,0,0,2,20,0.9,0.0,0.0,0.1,"[9, 5, 1, 0, 3, 6]",Simple,Simple,Simple
265,GRB071117,GRB071117_296805.png,21,7,1,1,30,0.7,0.233,0.033,0.033,"[6, 18, 3, 0, 2, 3]",Simple,None,Simple
266,GRB071118,GRB071118_296856.png,0,0,0,13,13,0.0,0.0,0.0,1.0,"[0, 0, 0, 0, 0, 13]",Too_Noisy,Too_Noisy,Too_Noisy
267,GRB071122,GRB071122_297114.png,2,3,10,31,46,0.043,0.065,0.217,0.674,"[2, 2, 10, 0, 3, 34]",Too_Noisy,Too_Noisy,None
268,GRB071129,GRB071129_297628.png,6,23,7,12,48,0.125,0.479,0.146,0.25,"[7, 17, 13, 0, 3, 19]",Extended,Extended,None
269,GRB071227,GRB071227_299787.png,22,24,4,3,53,0.415,0.453,0.075,0.057,"[28, 5, 9, 0, 6, 11]",Extended,Extended,Simple/Extended
270,GRB080123,GRB080123_301578.png,3,7,13,28,51,0.059,0.137,0.255,0.549,"[3, 7, 3, 0, 5, 36]",Too_Noisy,Too_Noisy,None
271,GRB080129,GRB080129_301981.png,6,3,10,36,55,0.109,0.055,0.182,0.655,"[7, 3, 11, 0, 1, 38]",Too_Noisy,Too_Noisy,None
272,GRB080205,GRB080205_302506.png,0,4,12,1,17,0.0,0.235,0.706,0.059,"[10, 2, 11, 0, 0, 1]",Other,Other,Other
273,GRB080207,GRB080207_302728.png,6,8,19,13,46,0.13,0.174,0.413,0.283,"[19, 3, 17, 0, 3, 18]",None,None,None
274,GRB080210,GRB080210_302888.png,16,14,19,4,53,0.302,0.264,0.358,0.075,"[22, 6, 30, 0, 1, 5]",None,None,None
275,GRB080212,GRB080212_303105.png,0,4,12,4,20,0.0,0.2,0.6,0.2,"[5, 1, 11, 0, 1, 6]",Other,None,None
276,GRB080218A,GRB080218A_303609.png,3,6,23,17,49,0.061,0.122,0.469,0.347,"[12, 8, 16, 0, 1, 19]",None,None,None
277,GRB080218B,GRB080218B_303631.png,12,3,2,0,17,0.706,0.176,0.118,0.0,"[8, 8, 1, 0, 0, 0]",Simple,None,Simple
278,GRB080229A,GRB080229A_304379.png,2,4,17,1,24,0.083,0.167,0.708,0.042,"[17, 6, 13, 0, 0, 1]",Other,Other,Other
279,GRB080303,GRB080303_304549.png,6,13,2,3,24,0.25,0.542,0.083,0.125,"[3, 17, 5, 0, 1, 4]",Extended,Extended,None
280,GRB080307,GRB080307_305011.png,10,16,4,9,39,0.256,0.41,0.103,0.231,"[1, 23, 9, 0, 2, 11]",Extended,None,None
281,GRB080310,GRB080310_305288.png,11,15,11,6,43,0.256,0.349,0.256,0.14,"[19, 6, 17, 0, 2, 9]",Extended,None,None
282,GRB080319A,GRB080319A_306754.png,3,13,28,5,49,0.061,0.265,0.571,0.102,"[9, 24, 28, 0, 2, 7]",Other,None,None
283,GRB080319B,GRB080319B_306757.png,15,18,11,3,47,0.319,0.383,0.234,0.064,"[18, 17, 15, 0, 1, 4]",Extended,None,None
284,GRB080319C,GRB080319C_306778.png,14,25,15,3,57,0.246,0.439,0.263,0.053,"[7, 33, 26, 0, 1, 4]",Extended,None,None
285,GRB080319D,GRB080319D_306793.png,4,1,15,21,41,0.098,0.024,0.366,0.512,"[7, 0, 9, 0, 8, 29]",Too_Noisy,Too_Noisy,None
286,GRB080320,GRB080320_306858.png,18,18,9,4,49,0.367,0.367,0.184,0.082,"[14, 25, 10, 0, 2, 7]",Extended,None,None
287,GRB080325,GRB080325_307604.png,4,5,10,26,45,0.089,0.111,0.222,0.578,"[7, 7, 10, 0, 1, 29]",Too_Noisy,Too_Noisy,None
288,GRB080328,GRB080328_307931.png,1,16,23,4,44,0.023,0.364,0.523,0.091,"[16, 11, 28, 0, 2, 6]",Extended/Other,None,None
289,GRB080330,GRB080330_308041.png,7,23,14,8,52,0.135,0.442,0.269,0.154,"[10, 21, 17, 0, 2, 12]",Extended,Extended,None
290,GRB080409,GRB080409_308812.png,3,2,13,0,18,0.167,0.111,0.722,0.0,"[13, 7, 2, 0, 1, 1]",Other,Other,Other
291,GRB080411,GRB080411_309010.png,0,2,13,0,15,0.0,0.133,0.867,0.0,"[6, 8, 9, 0, 0, 0]",Other,Other,Other
292,GRB080413A,GRB080413A_309096.png,2,2,15,1,20,0.1,0.1,0.75,0.05,"[9, 4, 9, 0, 2, 3]",Other,Other,Other
293,GRB080413B,GRB080413B_309111.png,24,15,0,3,42,0.571,0.357,0.0,0.071,"[8, 32, 3, 0, 0, 3]",Extended,None,None
294,GRB080426,GRB080426_310219.png,11,1,0,0,12,0.917,0.083,0.0,0.0,"[6, 5, 0, 0, 1, 1]",Simple,Simple,Simple
295,GRB080430,GRB080430_310613.png,25,17,1,1,44,0.568,0.386,0.023,0.023,"[4, 37, 4, 0, 0, 1]",Extended,None,None
296,GRB080503,GRB080503_310785.png,6,18,10,6,40,0.15,0.45,0.25,0.15,"[10, 18, 19, 0, 1, 7]",Extended,Extended,None
297,GRB080506,GRB080506_311159.png,0,2,12,30,44,0.0,0.045,0.273,0.682,"[4, 1, 6, 0, 4, 34]",Too_Noisy,Too_Noisy,None
298,GRB080515,GRB080515_311658.png,22,7,16,4,49,0.449,0.143,0.327,0.082,"[32, 5, 17, 0, 2, 6]",None,None,None
299,GRB080516,GRB080516_311762.png,1,2,13,0,16,0.062,0.125,0.812,0.0,"[11, 1, 6, 0, 0, 0]",Other,Other,Other
300,GRB080517,GRB080517_311874.png,9,16,2,8,35,0.257,0.457,0.057,0.229,"[5, 15, 7, 0, 2, 10]",Extended,Extended,None
301,GRB080520,GRB080520_312047.png,11,0,2,0,13,0.846,0.0,0.154,0.0,"[11, 0, 1, 0, 0, 0]",Simple,Simple,Simple
302,GRB080523,GRB080523_312242.png,11,18,9,7,45,0.244,0.4,0.2,0.156,"[3, 23, 14, 0, 1, 9]",Extended,None,None
303,GRB080602,GRB080602_312958.png,0,2,14,1,17,0.0,0.118,0.824,0.059,"[10, 3, 6, 0, 1, 2]",Other,Other,Other
304,GRB080603B,GRB080603B_313087.png,0,2,10,2,14,0.0,0.143,0.714,0.143,"[6, 3, 6, 0, 1, 3]",Other,Other,Other
305,GRB080604,GRB080604_313116.png,8,6,15,19,48,0.167,0.125,0.312,0.396,"[7, 6, 14, 0, 1, 22]",Too_Noisy,None,None
306,GRB080605,GRB080605_313299.png,5,2,15,1,23,0.217,0.087,0.652,0.043,"[10, 4, 13, 0, 2, 3]",Other,Other,None
307,GRB080607,GRB080607_313417.png,2,12,2,0,16,0.125,0.75,0.125,0.0,"[8, 7, 9, 0, 1, 1]",Extended,Extended,Extended
308,GRB080613B,GRB080613B_313954.png,4,15,4,0,23,0.174,0.652,0.174,0.0,"[1, 18, 14, 0, 0, 0]",Extended,Extended,None
309,GRB080623,GRB080623_315080.png,13,13,14,3,43,0.302,0.302,0.326,0.07,"[14, 13, 21, 0, 1, 4]",None,None,None
310,GRB080701,GRB080701_315615.png,25,14,0,3,42,0.595,0.333,0.0,0.071,"[7, 30, 2, 0, 1, 4]",Simple,None,None
311,GRB080702A,GRB080702A_315710.png,11,1,0,0,12,0.917,0.083,0.0,0.0,"[10, 0, 2, 0, 0, 0]",Simple,Simple,Simple
312,GRB080703,GRB080703_315819.png,14,3,4,2,23,0.609,0.13,0.174,0.087,"[14, 3, 5, 0, 1, 3]",Simple,None,None
313,GRB080707,GRB080707_316204.png,0,5,16,0,21,0.0,0.238,0.762,0.0,"[10, 10, 8, 0, 2, 2]",Other,Other,Other
314,GRB080710,GRB080710_316534.png,14,9,11,10,44,0.318,0.205,0.25,0.227,"[12, 14, 14, 0, 2, 13]",None,None,None
315,GRB080714,GRB080714_316910.png,26,27,1,1,55,0.473,0.491,0.018,0.018,"[3, 47, 9, 0, 1, 2]",Extended,Extended,Simple/Extended
316,GRB080721,GRB080721_317508.png,27,19,0,6,52,0.519,0.365,0.0,0.115,"[29, 13, 3, 0, 2, 9]",Extended,None,None
317,GRB080723A,GRB080723A_317662.png,1,4,15,1,21,0.048,0.19,0.714,0.048,"[7, 12, 10, 0, 1, 2]",Other,Other,Other
318,GRB080725,GRB080725_317888.png,29,3,14,3,49,0.592,0.061,0.286,0.061,"[31, 6, 16, 0, 1, 4]",Simple,None,None
319,GRB080727A,GRB080727A_318094.png,13,1,3,1,18,0.722,0.056,0.167,0.056,"[14, 0, 2, 0, 1, 2]",Simple,None,Simple
320,GRB080727B,GRB080727B_318101.png,0,0,11,0,11,0.0,0.0,1.0,0.0,"[10, 1, 4, 0, 0, 0]",Other,Other,Other
321,GRB080727C,GRB080727C_318170.png,5,18,20,3,46,0.109,0.391,0.435,0.065,"[10, 27, 26, 0, 2, 5]",Extended,None,None
322,GRB080802,GRB080802_318832.png,8,19,4,16,47,0.17,0.404,0.085,0.34,"[6, 15, 9, 0, 4, 23]",Extended,None,None
323,GRB080804,GRB080804_319016.png,18,19,1,3,41,0.439,0.463,0.024,0.073,"[2, 32, 6, 0, 0, 3]",Extended,Extended,Simple/Extended
324,GRB080805,GRB080805_319036.png,19,22,4,3,48,0.396,0.458,0.083,0.062,"[4, 42, 5, 0, 0, 3]",Extended,Extended,None
325,GRB080810,GRB080810_319584.png,0,3,16,3,22,0.0,0.136,0.727,0.136,"[10, 3, 15, 0, 1, 4]",Other,Other,Other
326,GRB080903,GRB080903_323542.png,18,26,1,4,49,0.367,0.531,0.02,0.082,"[3, 40, 9, 0, 0, 4]",Extended,Extended,None
327,GRB080905A,GRB080905A_323870.png,11,0,0,1,12,0.917,0.0,0.0,0.083,"[5, 3, 2, 0, 1, 2]",Simple,Simple,Simple
328,GRB080905B,GRB080905B_323898.png,5,26,14,2,47,0.106,0.553,0.298,0.043,"[15, 19, 25, 0, 3, 6]",Extended,Extended,None
329,GRB080906,GRB080906_323984.png,17,12,12,7,48,0.354,0.25,0.25,0.146,"[13, 16, 19, 0, 1, 9]",None,None,None
330,GRB080913,GRB080913_324561.png,29,8,14,2,53,0.547,0.151,0.264,0.038,"[28, 6, 20, 0, 2, 5]",None,None,None
331,GRB080915A,GRB080915A_324744.png,9,11,13,9,42,0.214,0.262,0.31,0.214,"[14, 7, 14, 0, 1, 10]",None,None,None
332,GRB080915B,GRB080915B_324805.png,12,0,1,0,13,0.923,0.0,0.077,0.0,"[8, 5, 0, 0, 0, 0]",Simple,Simple,Simple
333,GRB080916A,GRB080916A_324895.png,5,28,13,2,48,0.104,0.583,0.271,0.042,"[8, 36, 25, 0, 1, 3]",Extended,Extended,None
334,GRB080916B,GRB080916B_324907.png,5,19,12,5,41,0.122,0.463,0.293,0.122,"[6, 16, 18, 0, 1, 7]",Extended,Extended,None
335,GRB080919,GRB080919_325268.png,12,1,0,1,14,0.857,0.071,0.0,0.071,"[9, 2, 0, 0, 2, 3]",Simple,Simple,Simple
336,GRB080928,GRB080928_326115.png,22,10,9,3,44,0.5,0.227,0.205,0.068,"[26, 13, 9, 0, 0, 4]",None,None,None
337,GRB081007,GRB081007_330856.png,11,0,2,0,13,0.846,0.0,0.154,0.0,"[10, 1, 3, 0, 0, 0]",Simple,Simple,Simple
338,GRB081008,GRB081008_331093.png,2,12,26,2,42,0.048,0.286,0.619,0.048,"[27, 7, 17, 0, 2, 4]",Other,None,None
339,GRB081011,GRB081011_331332.png,9,12,12,7,40,0.225,0.3,0.3,0.175,"[8, 18, 11, 0, 2, 11]",None,None,None
340,GRB081012,GRB081012_331475.png,19,7,14,2,42,0.452,0.167,0.333,0.048,"[19, 6, 20, 0, 4, 6]",None,None,None
341,GRB081016B,GRB081016B_331856.png,12,0,0,0,12,1.0,0.0,0.0,0.0,"[9, 1, 1, 0, 2, 2]",Simple,Simple,Simple
342,GRB081022,GRB081022_332399.png,16,13,11,7,47,0.34,0.277,0.234,0.149,"[18, 12, 8, 0, 4, 13]",None,None,None
343,GRB081024A,GRB081024A_332516.png,11,0,0,0,11,1.0,0.0,0.0,0.0,"[10, 0, 0, 0, 1, 1]",Simple,Simple,Simple
344,GRB081028A,GRB081028A_332851.png,0,11,24,8,43,0.0,0.256,0.558,0.186,"[18, 8, 17, 0, 3, 12]",Other,None,None
345,GRB081029,GRB081029_332931.png,1,2,2,12,17,0.059,0.118,0.118,0.706,"[2, 0, 2, 0, 1, 13]",Too_Noisy,Too_Noisy,Too_Noisy
346,GRB081101,GRB081101_333320.png,11,0,1,0,12,0.917,0.0,0.083,0.0,"[10, 1, 1, 0, 0, 0]",Simple,Simple,Simple
347,GRB081102,GRB081102_333427.png,10,16,16,5,47,0.213,0.34,0.34,0.106,"[13, 20, 24, 0, 2, 7]",Extended,None,None
348,GRB081104,GRB081104_333666.png,21,8,13,5,47,0.447,0.17,0.277,0.106,"[24, 6, 11, 0, 2, 7]",None,None,None
349,GRB081105A,,22,1,7,2,32,0.688,0.031,0.219,0.062,"[13, 5, 4, 0, 9, 11]",Simple,None,None
350,GRB081109A,GRB081109A_334112.png,20,28,0,3,51,0.392,0.549,0.0,0.059,"[16, 24, 11, 0, 1, 5]",Extended,Extended,None
351,GRB081118,GRB081118_334877.png,15,4,11,11,41,0.366,0.098,0.268,0.268,"[15, 6, 10, 0, 2, 13]",None,None,None
352,GRB081121,GRB081121_335105.png,3,3,13,3,22,0.136,0.136,0.591,0.136,"[8, 0, 12, 0, 3, 6]",Other,None,None
353,GRB081126,GRB081126_335647.png,1,1,13,0,15,0.067,0.067,0.867,0.0,"[13, 0, 5, 0, 0, 1]",Other,Other,Other
354,GRB081127,GRB081127_335715.png,7,6,8,18,39,0.179,0.154,0.205,0.462,"[9, 4, 8, 0, 4, 22]",Too_Noisy,None,None
355,GRB081128,GRB081128_335895.png,15,5,15,3,38,0.395,0.132,0.395,0.079,"[17, 13, 17, 0, 2, 5]",None,None,None
356,GRB081203A,GRB081203A_336489.png,20,12,7,5,44,0.455,0.273,0.159,0.114,"[15, 15, 12, 0, 2, 7]",None,None,None
357,GRB081210,GRB081210_337073.png,9,18,17,2,46,0.196,0.391,0.37,0.043,"[25, 8, 25, 0, 1, 3]",Extended,None,None
358,GRB081211A,GRB081211A_337115.png,13,0,0,0,13,1.0,0.0,0.0,0.0,"[9, 3, 3, 0, 0, 0]",Simple,Simple,Simple
359,GRB081221,GRB081221_337889.png,2,2,11,1,16,0.125,0.125,0.688,0.062,"[7, 7, 8, 0, 0, 1]",Other,Other,None
360,GRB081222,GRB081222_337914.png,23,20,1,5,49,0.469,0.408,0.02,0.102,"[10, 29, 6, 0, 2, 8]",Extended,None,Simple/Extended
361,GRB081226A,GRB081226A_338177.png,13,2,1,2,18,0.722,0.111,0.056,0.111,"[11, 1, 0, 0, 3, 6]",Simple,None,Simple
362,GRB081228,GRB081228_338338.png,12,0,0,1,13,0.923,0.0,0.0,0.077,"[10, 2, 0, 0, 0, 1]",Simple,Simple,Simple
363,GRB081230,GRB081230_338633.png,4,3,17,6,30,0.133,0.1,0.567,0.2,"[9, 6, 14, 0, 2, 9]",Other,None,None
364,GRB090102,GRB090102_338895.png,0,1,12,1,14,0.0,0.071,0.857,0.071,"[3, 3, 11, 0, 0, 1]",Other,Other,Other
365,GRB090107A,GRB090107A_339295.png,4,10,25,4,43,0.093,0.233,0.581,0.093,"[26, 5, 12, 0, 1, 5]",Other,None,None
366,GRB090111,GRB090111_339696.png,1,2,16,3,22,0.045,0.091,0.727,0.136,"[3, 11, 12, 0, 0, 3]",Other,Other,Other
367,GRB090113,GRB090113_339852.png,1,0,10,0,11,0.091,0.0,0.909,0.0,"[7, 3, 5, 0, 1, 1]",Other,Other,Other
