,Burst_Name,Burst_PNG,Simple,Extended,Other,Too_Noisy,Count,Simple_Proportion,Extended_Proportion,Other_Proportion,Too_Noisy_Proportion,Follow,95%_Verify,99%_Verify,Prop_Verify
1105,GRB180224A,GRB180224A_811561.png,35,16,2,1,54,0.648,0.296,0.037,0.019,"[5, 47, 3, 0, 0, 2]",Simple,None,None
1106,GRB180311A,GRB180311A_813721.png,12,13,15,10,50,0.24,0.26,0.3,0.2,"[11, 24, 11, 0, 0, 10]",None,None,None
1107,GRB180314A,GRB180314A_814129.png,25,15,4,4,48,0.521,0.312,0.083,0.083,"[30, 8, 6, 0, 2, 7]",None,None,None
1108,GRB180314B,GRB180314B_814305.png,10,12,16,5,43,0.233,0.279,0.372,0.116,"[10, 15, 20, 0, 2, 9]",None,None,None
1109,GRB180316A,GRB180316A_814677.png,22,2,6,2,32,0.688,0.062,0.188,0.062,"[21, 1, 10, 0, 2, 4]",Simple,None,None
1110,GRB180324A,GRB180324A_817345.png,22,1,24,4,51,0.431,0.02,0.471,0.078,"[32, 8, 8, 0, 1, 6]",None,None,Simple/Other
1111,GRB180325A,GRB180325A_817564.png,9,8,23,1,41,0.22,0.195,0.561,0.024,"[24, 11, 6, 0, 4, 5]",Other,None,None
1112,GRB180329A,GRB180329A_819301.png,5,22,7,7,41,0.122,0.537,0.171,0.171,"[7, 17, 12, 0, 4, 11]",Extended,Extended,None
1113,GRB180329B,GRB180329B_819490.png,2,17,21,3,43,0.047,0.395,0.488,0.07,"[8, 25, 17, 0, 3, 6]",Extended/Other,None,None
1114,GRB180331A,GRB180331A_820347.png,5,14,17,11,47,0.106,0.298,0.362,0.234,"[11, 17, 17, 0, 4, 15]",None,None,None
1115,GRB180331B,GRB180331B_820513.png,7,14,24,2,47,0.149,0.298,0.511,0.043,"[23, 4, 27, 0, 2, 5]",Other,None,None
1116,GRB180402A,GRB180402A_821103.png,16,1,1,0,18,0.889,0.056,0.056,0.0,"[12, 5, 0, 0, 1, 1]",Simple,Simple,Simple
1117,GRB180404A,GRB180404A_821881.png,13,0,1,0,14,0.929,0.0,0.071,0.0,"[12, 1, 3, 0, 0, 0]",Simple,Simple,Simple
1118,GRB180404B,GRB180404B_821902.png,0,12,0,0,12,0.0,1.0,0.0,0.0,"[1, 10, 5, 0, 0, 0]",Extended,Extended,Extended
1119,GRB180407A,GRB180407A_823001.png,6,15,11,9,41,0.146,0.366,0.268,0.22,"[8, 16, 12, 0, 1, 10]",Extended,None,None
1120,GRB180410A,GRB180410A_824063.png,6,21,4,15,46,0.13,0.457,0.087,0.326,"[0, 29, 7, 0, 1, 16]",Extended,Extended,None
1121,GRB180411A,GRB180411A_824451.png,1,1,12,1,15,0.067,0.067,0.8,0.067,"[1, 6, 9, 0, 2, 3]",Other,Other,Other
1122,GRB180418A,GRB180418A_826428.png,14,3,2,0,19,0.737,0.158,0.105,0.0,"[9, 9, 0, 0, 2, 2]",Simple,None,Simple
1123,GRB180425A,GRB180425A_828672.png,20,13,8,3,44,0.455,0.295,0.182,0.068,"[15, 18, 13, 0, 1, 4]",None,None,None
1124,GRB180504A,GRB180504A_830822.png,26,8,3,7,44,0.591,0.182,0.068,0.159,"[26, 5, 8, 0, 4, 11]",Simple,None,None
1125,GRB180510A,GRB180510A_831810.png,17,14,13,1,45,0.378,0.311,0.289,0.022,"[21, 5, 30, 0, 1, 2]",None,None,None
1126,GRB180510B,GRB180510B_831816.png,12,15,9,7,43,0.279,0.349,0.209,0.163,"[22, 7, 10, 0, 2, 9]",Extended,None,None
1127,GRB180512A,GRB180512A_832119.png,9,2,14,16,41,0.22,0.049,0.341,0.39,"[10, 2, 9, 0, 6, 22]",Too_Noisy,None,None
1128,GRB180514A,GRB180514A_832368.png,9,13,21,6,49,0.184,0.265,0.429,0.122,"[6, 23, 24, 0, 0, 7]",None,None,None
1129,GRB180602A,GRB180602A_835200.png,31,16,6,2,55,0.564,0.291,0.109,0.036,"[34, 9, 13, 0, 3, 7]",None,None,None
1130,GRB180613A,GRB180613A_840853.png,5,10,9,22,46,0.109,0.217,0.196,0.478,"[6, 6, 14, 0, 3, 26]",Too_Noisy,Too_Noisy,None
1131,GRB180614A,GRB180614A_841548.png,12,0,3,0,15,0.8,0.0,0.2,0.0,"[10, 0, 3, 0, 3, 3]",Simple,Simple,Simple
1132,GRB180618A,GRB180618A_842475.png,19,26,0,3,48,0.396,0.542,0.0,0.062,"[10, 32, 3, 0, 4, 7]",Extended,Extended,None
1133,GRB180620A,GRB180620A_843122.png,13,5,16,2,36,0.361,0.139,0.444,0.056,"[20, 5, 15, 0, 1, 3]",None,None,None
1134,GRB180620B,GRB180620B_843211.png,1,1,12,0,14,0.071,0.071,0.857,0.0,"[8, 6, 11, 0, 0, 0]",Other,Other,Other
1135,GRB180623A,GRB180623A_844015.png,1,3,14,0,18,0.056,0.167,0.778,0.0,"[7, 4, 11, 0, 1, 2]",Other,Other,Other
1136,GRB180624A,GRB180624A_844192.png,4,20,19,7,50,0.08,0.4,0.38,0.14,"[16, 15, 28, 0, 0, 10]",Extended,None,None
1137,GRB180626A,GRB180626A_844615.png,1,1,13,2,17,0.059,0.059,0.765,0.118,"[4, 5, 12, 0, 0, 2]",Other,Other,Other
1138,GRB180630A,GRB180630A_845443.png,24,12,2,3,41,0.585,0.293,0.049,0.073,"[25, 10, 4, 0, 4, 7]",Simple,None,None
1139,GRB180704A,GRB180704A_846088.png,1,0,14,1,16,0.062,0.0,0.875,0.062,"[10, 3, 9, 0, 1, 2]",Other,Other,Other
1140,GRB180705A,GRB180705A_846299.png,3,5,4,17,29,0.103,0.172,0.138,0.586,"[4, 6, 4, 0, 1, 20]",Too_Noisy,Too_Noisy,None
1141,GRB180706A,GRB180706A_846395.png,0,3,12,0,15,0.0,0.2,0.8,0.0,"[10, 6, 3, 0, 0, 0]",Other,Other,Other
1142,GRB180709A,GRB180709A_846868.png,19,22,2,6,49,0.388,0.449,0.041,0.122,"[9, 27, 9, 0, 2, 8]",Extended,Extended,None
1143,GRB180715A,GRB180715A_848048.png,11,1,0,0,12,0.917,0.083,0.0,0.0,"[11, 0, 1, 0, 0, 0]",Simple,Simple,Simple
1144,GRB180720B,GRB180720B_848890.png,17,21,6,1,45,0.378,0.467,0.133,0.022,"[18, 22, 17, 0, 1, 2]",Extended,Extended,None
1145,GRB180720C,GRB180720C_848932.png,13,1,2,0,16,0.812,0.062,0.125,0.0,"[16, 0, 1, 0, 0, 0]",Simple,Simple,Simple
1146,GRB180721A,GRB180721A_849018.png,17,17,11,3,48,0.354,0.354,0.229,0.062,"[21, 16, 6, 0, 4, 8]",Extended,None,None
1147,GRB180727A,GRB180727A_850231.png,11,0,0,0,11,1.0,0.0,0.0,0.0,"[6, 4, 1, 0, 0, 1]",Simple,Simple,Simple
1148,GRB180728A,GRB180728A_850471.png,25,10,16,2,53,0.472,0.189,0.302,0.038,"[14, 34, 7, 0, 4, 6]",None,None,None
1149,GRB180805A,GRB180805A_851829.png,12,1,2,0,15,0.8,0.067,0.133,0.0,"[7, 5, 0, 0, 3, 3]",Simple,Simple,Simple
1150,GRB180805B,GRB180805B_851855.png,15,14,1,10,40,0.375,0.35,0.025,0.25,"[18, 3, 4, 0, 3, 16]",Extended,None,None
1151,GRB180809B,GRB180809B_852553.png,3,13,23,5,44,0.068,0.295,0.523,0.114,"[24, 8, 17, 0, 0, 5]",Other,None,None
1152,GRB180812A,GRB180812A_852903.png,0,2,14,4,20,0.0,0.1,0.7,0.2,"[7, 6, 8, 0, 1, 5]",Other,Other,Other
1153,GRB180818A,GRB180818A_853824.png,18,3,6,2,29,0.621,0.103,0.207,0.069,"[19, 5, 8, 0, 0, 2]",Simple,None,None
1154,GRB180818B,GRB180818B_853882.png,1,19,27,5,52,0.019,0.365,0.519,0.096,"[22, 15, 25, 0, 1, 6]",Extended/Other,None,None
1155,GRB180821A,GRB180821A_854578.png,3,5,14,14,36,0.083,0.139,0.389,0.389,"[8, 4, 14, 0, 3, 17]",Too_Noisy,None,None
1156,GRB180823A,GRB180823A_855434.png,20,9,15,4,48,0.417,0.188,0.312,0.083,"[22, 11, 24, 0, 1, 5]",None,None,None
1157,GRB180828A,GRB180828A_856977.png,32,4,11,3,50,0.64,0.08,0.22,0.06,"[26, 6, 15, 0, 5, 8]",Simple,None,None
1158,GRB180904A,GRB180904A_859282.png,14,0,3,3,20,0.7,0.0,0.15,0.15,"[9, 1, 4, 0, 4, 7]",Simple,None,Simple
1159,GRB180905A,GRB180905A_859421.png,9,15,8,16,48,0.188,0.312,0.167,0.333,"[9, 9, 7, 0, 6, 22]",None,None,None
1160,GRB180924A,GRB180924A_863186.png,2,4,18,6,30,0.067,0.133,0.6,0.2,"[14, 1, 15, 0, 1, 8]",Other,None,None
1161,GRB180925A,GRB180925A_863421.png,4,12,4,1,21,0.19,0.571,0.19,0.048,"[4, 12, 11, 0, 0, 2]",Extended,Extended,None
1162,GRB180930A,GRB180930A_864584.png,20,2,14,3,39,0.513,0.051,0.359,0.077,"[22, 2, 14, 0, 3, 6]",None,None,None
1163,GRB181002A,GRB181002A_865036.png,9,6,14,22,51,0.176,0.118,0.275,0.431,"[9, 1, 14, 0, 2, 30]",Too_Noisy,None,None
1164,GRB181003A,GRB181003A_865179.png,10,8,14,11,43,0.233,0.186,0.326,0.256,"[13, 3, 10, 0, 7, 18]",None,None,None
1165,GRB181010A,GRB181010A_866434.png,12,11,17,6,46,0.261,0.239,0.37,0.13,"[17, 7, 22, 0, 5, 11]",None,None,None
1166,GRB181013A,GRB181013A_866783.png,0,5,14,25,44,0.0,0.114,0.318,0.568,"[4, 2, 7, 0, 8, 34]",Too_Noisy,Too_Noisy,None
1167,GRB181016A,GRB181016A_867252.png,5,12,5,23,45,0.111,0.267,0.111,0.511,"[2, 10, 12, 0, 3, 26]",Too_Noisy,Too_Noisy,None
1168,GRB181020A,GRB181020A_867987.png,26,26,4,6,62,0.419,0.419,0.065,0.097,"[19, 24, 10, 0, 5, 13]",Extended,None,Simple/Extended
1169,GRB181022A,GRB181022A_868312.png,20,6,12,5,43,0.465,0.14,0.279,0.116,"[19, 6, 13, 0, 2, 7]",None,None,None
1170,GRB181023A,GRB181023A_868427.png,1,3,13,28,45,0.022,0.067,0.289,0.622,"[3, 2, 8, 0, 2, 31]",Too_Noisy,Too_Noisy,None
1171,GRB181027A,GRB181027A_868984.png,16,4,19,3,42,0.381,0.095,0.452,0.071,"[21, 3, 20, 0, 2, 7]",None,None,None
1172,GRB181030A,GRB181030A_869494.png,16,20,2,10,48,0.333,0.417,0.042,0.208,"[2, 25, 9, 0, 3, 13]",Extended,None,None
1173,GRB181103A,GRB181103A_870201.png,12,2,2,1,17,0.706,0.118,0.118,0.059,"[5, 10, 2, 0, 1, 2]",Simple,None,Simple
1174,GRB181110A,GRB181110A_871316.png,19,9,16,3,47,0.404,0.191,0.34,0.064,"[23, 8, 23, 0, 2, 5]",None,None,None
1175,GRB181123B,GRB181123B_873186.png,12,0,0,0,12,1.0,0.0,0.0,0.0,"[10, 2, 0, 0, 0, 0]",Simple,Simple,Simple
1176,GRB181125A,GRB181125A_873433.png,34,9,5,4,52,0.654,0.173,0.096,0.077,"[15, 32, 5, 0, 0, 4]",Simple,None,None
1177,GRB181126A,GRB181126A_873539.png,19,0,2,0,21,0.905,0.0,0.095,0.0,"[21, 0, 1, 0, 0, 0]",Simple,Simple,Simple
1178,GRB181202A,GRB181202A_874334.png,1,2,15,1,19,0.053,0.105,0.789,0.053,"[12, 1, 8, 0, 0, 1]",Other,Other,Other
1179,GRB181203A,GRB181203A_874475.png,16,24,9,6,55,0.291,0.436,0.164,0.109,"[6, 37, 13, 0, 0, 7]",Extended,None,None
1180,GRB181213A,GRB181213A_876016.png,2,1,12,0,15,0.133,0.067,0.8,0.0,"[9, 10, 6, 0, 2, 2]",Other,Other,Other
1181,GRB181224A,GRB181224A_878911.png,32,4,12,1,49,0.653,0.082,0.245,0.02,"[28, 3, 6, 0, 9, 11]",Simple,None,None
1182,GRB181228A,GRB181228A_879909.png,25,15,3,4,47,0.532,0.319,0.064,0.085,"[26, 9, 5, 0, 3, 7]",None,None,None
1183,GRB190103B,GRB190103B_881709.png,4,5,17,1,27,0.148,0.185,0.63,0.037,"[8, 8, 16, 0, 2, 3]",Other,None,None
1184,GRB190106A,GRB190106A_882252.png,0,2,15,0,17,0.0,0.118,0.882,0.0,"[9, 5, 10, 0, 1, 1]",Other,Other,Other
1185,GRB190109A,GRB190109A_882747.png,6,20,6,1,33,0.182,0.606,0.182,0.03,"[7, 20, 9, 0, 2, 4]",Extended,Extended,None
1186,GRB190109B,GRB190109B_882809.png,11,0,1,0,12,0.917,0.0,0.083,0.0,"[11, 0, 0, 0, 1, 1]",Simple,Simple,Simple
1187,GRB190110A,GRB190110A_883012.png,22,1,9,3,35,0.629,0.029,0.257,0.086,"[20, 6, 8, 0, 3, 6]",Simple,None,None
1188,GRB190114A,GRB190114A_883600.png,2,2,21,24,49,0.041,0.041,0.429,0.49,"[7, 4, 15, 0, 3, 30]",Too_Noisy,Too_Noisy,Other/Too_Noisy
1189,GRB190114B,GRB190114B_883818.png,4,13,23,10,50,0.08,0.26,0.46,0.2,"[14, 6, 19, 0, 6, 17]",None,None,None
1190,GRB190114C,GRB190114C_883832.png,26,19,0,2,47,0.553,0.404,0.0,0.043,"[15, 24, 2, 0, 4, 7]",Extended,None,Simple/Extended
1191,GRB190123A,GRB190123A_885314.png,4,14,13,12,43,0.093,0.326,0.302,0.279,"[11, 9, 12, 0, 5, 17]",None,None,None
1192,GRB190202A,GRB190202A_887217.png,21,11,5,3,40,0.525,0.275,0.125,0.075,"[11, 21, 7, 0, 1, 4]",None,None,None
1193,GRB190203A,GRB190203A_887512.png,16,12,14,5,47,0.34,0.255,0.298,0.106,"[15, 3, 21, 0, 4, 10]",None,None,None
1194,GRB190204A,GRB190204A_887579.png,16,2,1,0,19,0.842,0.105,0.053,0.0,"[13, 3, 5, 0, 2, 2]",Simple,Simple,Simple
1195,GRB190211A,GRB190211A_888648.png,1,1,14,3,19,0.053,0.053,0.737,0.158,"[9, 3, 6, 0, 2, 6]",Other,Other,Other
1196,GRB190219A,GRB190219A_889748.png,0,2,13,2,17,0.0,0.118,0.765,0.118,"[11, 0, 9, 0, 0, 2]",Other,Other,Other
1197,GRB190220A,GRB190220A_889785.png,14,3,1,0,18,0.778,0.167,0.056,0.0,"[5, 12, 0, 0, 1, 1]",Simple,Simple,Simple
1198,GRB190311A,GRB190311A_892607.png,27,20,6,3,56,0.482,0.357,0.107,0.054,"[25, 21, 17, 0, 1, 4]",Extended,None,None
1199,GRB190320A,GRB190320A_893808.png,5,6,17,21,49,0.102,0.122,0.347,0.429,"[6, 4, 17, 0, 3, 25]",Too_Noisy,None,None
1200,GRB190324A,GRB190324A_894718.png,20,7,14,3,44,0.455,0.159,0.318,0.068,"[22, 16, 12, 0, 0, 3]",None,None,None
1201,GRB190326A,GRB190326A_895006.png,12,0,3,0,15,0.8,0.0,0.2,0.0,"[12, 0, 0, 0, 2, 3]",Simple,Simple,Simple
1202,GRB190331A,GRB190331A_895813.png,10,13,21,2,46,0.217,0.283,0.457,0.043,"[18, 15, 18, 0, 2, 4]",None,None,None
1203,GRB190422A,GRB190422A_899979.png,11,9,21,4,45,0.244,0.2,0.467,0.089,"[27, 6, 23, 0, 4, 8]",None,None,None
1204,GRB190424A,GRB190424A_900285.png,23,11,11,3,48,0.479,0.229,0.229,0.062,"[13, 28, 11, 0, 3, 6]",None,None,None
1205,GRB190427A,GRB190427A_900730.png,12,0,1,1,14,0.857,0.0,0.071,0.071,"[10, 2, 1, 0, 0, 1]",Simple,Simple,Simple
1206,GRB190511A,GRB190511A_903158.png,0,1,13,3,17,0.0,0.059,0.765,0.176,"[2, 4, 12, 0, 0, 4]",Other,Other,Other
1207,GRB190512A,GRB190512A_903357.png,14,27,7,3,51,0.275,0.529,0.137,0.059,"[6, 37, 20, 0, 0, 5]",Extended,Extended,None
1208,GRB190515B,GRB190515B_903845.png,16,5,5,3,29,0.552,0.172,0.172,0.103,"[22, 3, 2, 0, 1, 5]",None,None,None
1209,GRB190519A,GRB190519A_904394.png,3,5,18,0,26,0.115,0.192,0.692,0.0,"[15, 3, 16, 0, 1, 1]",Other,Other,None
1210,GRB190604B,GRB190604B_906654.png,1,2,13,0,16,0.062,0.125,0.812,0.0,"[10, 12, 8, 0, 0, 0]",Other,Other,Other
1211,GRB190610A,GRB190610A_907754.png,13,0,0,0,13,1.0,0.0,0.0,0.0,"[10, 2, 1, 0, 0, 0]",Simple,Simple,Simple
1212,GRB190611A,GRB190611A_907950.png,11,17,4,9,41,0.268,0.415,0.098,0.22,"[3, 21, 13, 0, 3, 14]",Extended,None,None
1213,GRB190613A,GRB190613A_908288.png,2,10,20,11,43,0.047,0.233,0.465,0.256,"[11, 3, 20, 0, 3, 14]",None,None,None
1214,GRB190613B,GRB190613B_908329.png,22,21,3,5,51,0.431,0.412,0.059,0.098,"[30, 7, 8, 0, 6, 11]",Extended,None,Simple/Extended
1215,GRB190627A,GRB190627A_911609.png,12,0,0,0,12,1.0,0.0,0.0,0.0,"[9, 3, 0, 0, 0, 0]",Simple,Simple,Simple
1216,GRB190630B,GRB190630B_912102.png,10,2,2,1,15,0.667,0.133,0.133,0.067,"[8, 7, 0, 0, 0, 1]",Simple,None,None
1217,GRB190630C,GRB190630C_912239.png,21,22,9,2,54,0.389,0.407,0.167,0.037,"[3, 45, 9, 0, 1, 3]",Extended,None,None
1218,GRB190701A,GRB190701A_912310.png,1,1,15,1,18,0.056,0.056,0.833,0.056,"[4, 7, 9, 0, 1, 2]",Other,Other,Other
1219,GRB190706B,GRB190706B_913302.png,7,29,17,6,59,0.119,0.492,0.288,0.102,"[19, 25, 19, 0, 4, 10]",Extended,Extended,None
1220,GRB190718A,GRB190718A_915091.png,12,12,3,21,48,0.25,0.25,0.062,0.438,"[14, 1, 6, 0, 4, 29]",Too_Noisy,None,None
1221,GRB190719C,GRB190719C_915381.png,8,14,15,2,39,0.205,0.359,0.385,0.051,"[20, 8, 25, 0, 2, 5]",Extended,None,None
1222,GRB190727B,GRB190727B_916733.png,7,15,25,3,50,0.14,0.3,0.5,0.06,"[13, 23, 30, 0, 1, 4]",Other,None,None
1223,GRB190816A,GRB190816A_920783.png,1,0,3,11,15,0.067,0.0,0.2,0.733,"[3, 1, 3, 0, 0, 11]",Too_Noisy,Too_Noisy,Too_Noisy
1224,GRB190821A,GRB190821A_921722.png,0,3,17,1,21,0.0,0.143,0.81,0.048,"[9, 3, 16, 0, 0, 1]",Other,Other,Other
1225,GRB190824A,GRB190824A_922107.png,1,2,13,0,16,0.062,0.125,0.812,0.0,"[12, 4, 7, 0, 0, 0]",Other,Other,Other
1226,GRB190828B,GRB190828B_922808.png,22,11,7,5,45,0.489,0.244,0.156,0.111,"[19, 1, 12, 0, 7, 15]",None,None,None
1227,GRB190829A,GRB190829A_922968.png,6,2,18,1,27,0.222,0.074,0.667,0.037,"[12, 10, 12, 0, 2, 3]",Other,Other,None
1228,GRB190926A,GRB190926A_926515.png,1,7,7,31,46,0.022,0.152,0.152,0.674,"[4, 1, 5, 0, 3, 36]",Too_Noisy,Too_Noisy,None
1229,GRB191001B,GRB191001B_927345.png,3,8,20,10,41,0.073,0.195,0.488,0.244,"[12, 5, 21, 0, 0, 11]",Other,None,None
1230,GRB191004A,GRB191004A_927825.png,24,3,14,3,44,0.545,0.068,0.318,0.068,"[32, 2, 9, 0, 2, 5]",None,None,None
1231,GRB191004B,GRB191004B_927839.png,26,18,2,5,51,0.51,0.353,0.039,0.098,"[29, 7, 12, 0, 3, 8]",Extended,None,None
1232,GRB191011A,GRB191011A_928924.png,31,10,13,2,56,0.554,0.179,0.232,0.036,"[30, 12, 23, 0, 3, 5]",None,None,None
1233,GRB191016A,GRB191016A_929744.png,1,5,18,2,26,0.038,0.192,0.692,0.077,"[6, 10, 18, 0, 2, 4]",Other,Other,None
1234,GRB191017B,GRB191017B_929981.png,11,0,1,0,12,0.917,0.0,0.083,0.0,"[11, 1, 0, 0, 0, 0]",Simple,Simple,Simple
1235,GRB191019A,GRB191019A_930285.png,9,17,6,1,33,0.273,0.515,0.182,0.03,"[1, 25, 14, 0, 0, 1]",Extended,Extended,None
1236,GRB191024A,GRB191024A_931242.png,26,16,2,4,48,0.542,0.333,0.042,0.083,"[5, 36, 4, 0, 0, 4]",None,None,None
1237,GRB191029A,GRB191029A_932058.png,4,17,14,4,39,0.103,0.436,0.359,0.103,"[3, 18, 18, 0, 4, 8]",Extended,None,None
1238,GRB191031A,GRB191031A_932435.png,4,2,12,0,18,0.222,0.111,0.667,0.0,"[9, 4, 10, 0, 2, 2]",Other,Other,None
1239,GRB191031C,GRB191031C_932595.png,4,2,13,0,19,0.211,0.105,0.684,0.0,"[14, 8, 10, 0, 0, 0]",Other,Other,None
1240,GRB191031D,GRB191031D_932608.png,11,0,0,1,12,0.917,0.0,0.0,0.083,"[10, 0, 0, 0, 1, 2]",Simple,Simple,Simple
1241,GRB191101A,GRB191101A_932742.png,16,21,10,7,54,0.296,0.389,0.185,0.13,"[15, 17, 18, 0, 4, 13]",Extended,None,None
1242,GRB191106A,GRB191106A_933515.png,11,1,0,0,12,0.917,0.083,0.0,0.0,"[7, 2, 2, 0, 2, 2]",Simple,Simple,Simple
1243,GRB191122A,GRB191122A_938899.png,21,19,0,3,43,0.488,0.442,0.0,0.07,"[4, 31, 2, 0, 1, 4]",Extended,None,Simple/Extended
1244,GRB191123A,GRB191123A_939079.png,1,3,14,2,20,0.05,0.15,0.7,0.1,"[10, 2, 4, 0, 5, 9]",Other,Other,Other
1245,GRB191213A,GRB191213A_944091.png,0,0,1,12,13,0.0,0.0,0.077,0.923,"[0, 0, 1, 0, 0, 12]",Too_Noisy,Too_Noisy,Too_Noisy
1246,GRB191218A,GRB191218A_944916.png,1,5,18,1,25,0.04,0.2,0.72,0.04,"[16, 12, 14, 0, 2, 3]",Other,Other,Other
1247,GRB191220A,GRB191220A_945344.png,5,15,6,23,49,0.102,0.306,0.122,0.469,"[5, 13, 8, 0, 2, 27]",Too_Noisy,Too_Noisy,None
1248,GRB191221B,GRB191221B_945521.png,25,7,0,0,32,0.781,0.219,0.0,0.0,"[24, 6, 1, 0, 1, 1]",Simple,Simple,Simple
1249,GRB191227A,GRB191227A_946344.png,22,16,5,4,47,0.468,0.34,0.106,0.085,"[23, 14, 15, 0, 2, 6]",Extended,None,None
1250,GRB191228A,GRB191228A_946476.png,1,7,20,17,45,0.022,0.156,0.444,0.378,"[9, 3, 15, 0, 2, 23]",Too_Noisy,None,None
1251,GRB200107B,GRB200107B_948219.png,5,0,17,2,24,0.208,0.0,0.708,0.083,"[10, 0, 17, 0, 1, 3]",Other,Other,Other
1252,GRB200109A,GRB200109A_948361.png,9,13,15,9,46,0.196,0.283,0.326,0.196,"[10, 16, 14, 0, 4, 13]",None,None,None
1253,GRB200115A,GRB200115A_949361.png,24,9,11,6,50,0.48,0.18,0.22,0.12,"[24, 2, 17, 0, 8, 14]",None,None,None
1254,GRB200122A,GRB200122A_950330.png,7,21,17,6,51,0.137,0.412,0.333,0.118,"[19, 11, 23, 0, 1, 9]",Extended,None,None
1255,GRB200125A,GRB200125A_952164.png,3,3,13,2,21,0.143,0.143,0.619,0.095,"[3, 14, 10, 0, 0, 2]",Other,None,None
1256,GRB200127A,GRB200127A_952791.png,1,2,17,38,58,0.017,0.034,0.293,0.655,"[5, 2, 10, 0, 5, 46]",Too_Noisy,Too_Noisy,None
1257,GRB200131A,GRB200131A_953689.png,20,13,15,2,50,0.4,0.26,0.3,0.04,"[28, 10, 13, 0, 4, 6]",None,None,None
1258,GRB200205B,GRB200205B_954519.png,0,3,13,1,17,0.0,0.176,0.765,0.059,"[2, 8, 10, 0, 1, 2]",Other,Other,Other
1259,GRB200215A,GRB200215A_956639.png,16,0,1,1,18,0.889,0.0,0.056,0.056,"[14, 0, 2, 0, 1, 2]",Simple,Simple,Simple
1260,GRB200216B,GRB200216B_956824.png,11,25,3,3,42,0.262,0.595,0.071,0.071,"[13, 21, 12, 0, 2, 5]",Extended,Extended,None
1261,GRB200219A,GRB200219A_957271.png,25,13,4,5,47,0.532,0.277,0.085,0.106,"[28, 2, 4, 0, 5, 13]",None,None,None
1262,GRB200224A,GRB200224A_958141.png,9,8,13,17,47,0.191,0.17,0.277,0.362,"[6, 13, 14, 0, 4, 25]",Too_Noisy,None,None
1263,GRB200227A,GRB200227A_958592.png,27,13,0,4,44,0.614,0.295,0.0,0.091,"[18, 21, 5, 0, 0, 4]",Simple,None,None
1264,GRB200228B,GRB200228B_958733.png,16,7,7,13,43,0.372,0.163,0.163,0.302,"[15, 8, 7, 0, 3, 16]",None,None,None
1265,GRB200303A,GRB200303A_959431.png,14,17,13,7,51,0.275,0.333,0.255,0.137,"[10, 27, 17, 0, 2, 9]",None,None,None
1266,GRB200306A,GRB200306A_959917.png,25,7,12,1,45,0.556,0.156,0.267,0.022,"[31, 4, 12, 0, 3, 4]",None,None,None
1267,GRB200306C,GRB200306C_960102.png,2,5,15,3,25,0.08,0.2,0.6,0.12,"[4, 10, 17, 0, 1, 5]",Other,None,None
1268,GRB200324A,GRB200324A_963260.png,6,14,20,5,45,0.133,0.311,0.444,0.111,"[15, 9, 17, 0, 4, 9]",None,None,None
1269,GRB200409A,GRB200409A_965484.png,2,14,28,5,49,0.041,0.286,0.571,0.102,"[21, 6, 22, 0, 2, 9]",Other,None,None
1270,GRB200410A,GRB200410A_965638.png,21,6,14,5,46,0.457,0.13,0.304,0.109,"[24, 6, 19, 0, 2, 10]",None,None,None
1271,GRB200411A,GRB200411A_965784.png,14,0,0,2,16,0.875,0.0,0.0,0.125,"[14, 0, 0, 0, 1, 3]",Simple,Simple,Simple
1272,GRB200416A,GRB200416A_966554.png,17,13,18,5,53,0.321,0.245,0.34,0.094,"[29, 5, 24, 0, 0, 5]",None,None,None
1273,GRB200425A,GRB200425A_967774.png,18,6,13,8,45,0.4,0.133,0.289,0.178,"[21, 4, 10, 0, 4, 13]",None,None,None
1274,GRB200509A,GRB200509A_970886.png,3,5,23,11,42,0.071,0.119,0.548,0.262,"[11, 6, 19, 0, 4, 17]",Other,None,None
1275,GRB200512A,GRB200512A_971846.png,11,20,3,4,38,0.289,0.526,0.079,0.105,"[2, 26, 11, 0, 3, 7]",Extended,Extended,None
1276,GRB200519A,GRB200519A_973140.png,11,17,27,2,57,0.193,0.298,0.474,0.035,"[38, 14, 31, 0, 1, 3]",None,None,None
1277,GRB200522A,GRB200522A_973628.png,11,0,0,0,11,1.0,0.0,0.0,0.0,"[9, 1, 0, 0, 1, 1]",Simple,Simple,Simple
1278,GRB200528A,GRB200528A_974827.png,4,17,27,3,51,0.078,0.333,0.529,0.059,"[26, 10, 34, 0, 0, 3]",Other,None,None
1279,GRB200529A,GRB200529A_974942.png,9,18,4,3,34,0.265,0.529,0.118,0.088,"[5, 27, 4, 0, 0, 3]",Extended,Extended,None
1280,GRB200608A,GRB200608A_976692.png,3,2,12,30,47,0.064,0.043,0.255,0.638,"[5, 4, 11, 0, 2, 33]",Too_Noisy,Too_Noisy,None
1281,GRB200612A,GRB200612A_977310.png,2,6,26,15,49,0.041,0.122,0.531,0.306,"[14, 7, 21, 0, 2, 19]",Other,None,None
1282,GRB200630A,GRB200630A_980210.png,24,20,6,0,50,0.48,0.4,0.12,0.0,"[10, 35, 11, 0, 1, 1]",Extended,None,None
1283,GRB200701A,GRB200701A_980421.png,17,21,10,4,52,0.327,0.404,0.192,0.077,"[9, 32, 12, 0, 3, 7]",Extended,None,None
